code,name,country,frequency,publication_lag,units,start_date,source,cumulative,sa,transformation,url,download_group,Block1-Global,Block2-TradeGoodsVal,Block3-TradeGoodsVol,Block4-Freight,Block5-TradeServices,Block6-EconomicAct,Block7-Soft,Block8-Developed,Block9-Developing,x_world,x_world_block_1,x_vol_world2,x_vol_world2_block_1,x_servs_world,x_servs_world_block_1,x_world_p,x_vol_world2_p,x_servs_world_p
bci_us,"Business confidence index, United States",us,m,1,"index, normal = 100",2002-01-01,oecd,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+JPN+NLD+GBR+USA+OECD+CHN+FRA+BRA+KOR.BSCICP03.IXNSA.M/all?startTime=,9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
bci_cn,"Business confidence index, China",cn,m,2,"index, normal = 100",2002-01-01,oecd,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+JPN+NLD+GBR+USA+OECD+CHN+FRA+BRA+KOR.BSCICP03.IXNSA.M/all?startTime=,9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2
bci_de,"Business confidence index, Germany",de,m,1,"index, normal = 100",2002-01-01,oecd,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+JPN+NLD+GBR+USA+OECD+CHN+FRA+BRA+KOR.BSCICP03.IXNSA.M/all?startTime=,9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
bci_jp,"Business confidence index, Japan",jp,m,1,"index, normal = 100",2002-01-01,oecd,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+JPN+NLD+GBR+USA+OECD+CHN+FRA+BRA+KOR.BSCICP03.IXNSA.M/all?startTime=,9,1,0,0,0,0,0,1,1,0,15,15,0,0,0,0,1,1,2
bci_uk,"Business confidence index, United Kingdom",uk,m,1,"index, normal = 100",2002-01-01,oecd,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+JPN+NLD+GBR+USA+OECD+CHN+FRA+BRA+KOR.BSCICP03.IXNSA.M/all?startTime=,9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
bci_fr,"Business confidence index, France",fr,m,1,"index, normal = 100",2002-01-01,oecd,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+JPN+NLD+GBR+USA+OECD+CHN+FRA+BRA+KOR.BSCICP03.IXNSA.M/all?startTime=,9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
bci_br,"Business confidence index, Brazil",br,m,1,"index, normal = 100",2002-01-01,oecd,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+JPN+NLD+GBR+USA+OECD+CHN+FRA+BRA+KOR.BSCICP03.IXNSA.M/all?startTime=,9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2
bci_kr,"Business confidence index, South Korea",kr,m,1,"index, normal = 100",2002-01-01,oecd,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+JPN+NLD+GBR+USA+OECD+CHN+FRA+BRA+KOR.BSCICP03.IXNSA.M/all?startTime=,9,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2
bci_nl,"Business confidence index, Netherlands",nl,m,1,"index, normal = 100",2002-01-01,oecd,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+JPN+NLD+GBR+USA+OECD+CHN.BSCICP03.IXNSA.M/all?startTime=,9,1,0,0,0,0,0,1,1,0,11,11,2,2,6,6,1,1,2
bci_oecd,"Business confidence index, OECD",oecd,m,1,"index, normal = 100",2002-01-01,oecd,n,y,growthr,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+JPN+NLD+GBR+USA+OECD+CHN.BSCICP03.IXNSA.M/all?startTime=,9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
export_orders_us,"Manufacturing export order books, United States",us,m,1,"diffusion index,  base 0",2002-01-01,oecd,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/FRA+DEU+ITA+NLD+GBR+USA.BSXRLV02.STSA.M/all?startTime=,10,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
export_orders_de,"Manufacturing export order books, Germany",de,m,1,"diffusion index,  base 0",2002-01-01,oecd,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/FRA+DEU+ITA+NLD+GBR+USA.BSXRLV02.STSA.M/all?startTime=,10,1,1,0,0,0,0,1,1,0,16,16,0,0,0,0,1,1,2
export_orders_it,"Manufacturing export order books, Italy",it,m,1,"diffusion index,  base 0",2002-01-01,oecd,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/FRA+DEU+ITA+NLD+GBR+USA.BSXRLV02.STSA.M/all?startTime=,10,1,1,0,0,0,0,1,1,0,0,0,0,0,16,16,1,1,2
export_orders_nl,"Manufacturing export order books, Netherlands",nl,m,1,"diffusion index,  base 0",2002-01-01,oecd,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/FRA+DEU+ITA+NLD+GBR+USA.BSXRLV02.STSA.M/all?startTime=,10,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
export_orders_fr,"Manufacturing export order books, France",fr,m,1,"diffusion index,  base 0",2002-01-01,oecd,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/FRA+DEU+ITA+NLD+GBR+USA.BSXRLV02.STSA.M/all?startTime=,10,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
export_orders_uk,"Manufacturing export order books, United Kingdom",uk,m,1,"diffusion index,  base 0",2002-01-01,oecd,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/FRA+DEU+ITA+NLD+GBR+USA.BSXRLV02.STSA.M/all?startTime=,10,1,1,0,0,0,0,1,1,0,0,0,0,0,20,20,1,1,2
manuf_orders_us,"Manufacturing order books, United States",us,m,2,US$ millions,2002-01-01,oecd,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+NLD+GBR+USA+FRA+ITA.BSOBLV02.STSA.M/all?startTime=,11,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2
manuf_orders_de,"Manufacturing order books, Germany",de,m,2,US$ millions,2002-01-01,oecd,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+NLD+GBR+USA+FRA+ITA.BSOBLV02.STSA.M/all?startTime=,11,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2
manuf_orders_uk,"Manufacturing order books, United Kingdom",uk,m,2,US$ millions,2002-01-01,oecd,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+NLD+GBR+USA+FRA+ITA.BSOBLV02.STSA.M/all?startTime=,11,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2
manuf_orders_nl,"Manufacturing order books, Netherlands",nl,m,2,US$ millions,2002-01-01,oecd,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+NLD+GBR+USA+FRA+ITA.BSOBLV02.STSA.M/all?startTime=,11,1,0,0,0,0,1,1,1,0,0,0,6,6,0,0,1,1,2
manuf_orders_fr,"Manufacturing order books, France",fr,m,2,US$ millions,2002-01-01,oecd,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+NLD+GBR+USA+FRA+ITA.BSOBLV02.STSA.M/all?startTime=,11,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2
manuf_orders_it,"Manufacturing order books, Italy",it,m,2,US$ millions,2002-01-01,oecd,n,y,50_chg,https://stats.oecd.org/restsdmx/sdmx.ashx/GetData/MEI/DEU+NLD+GBR+USA+FRA+ITA.BSOBLV02.STSA.M/all?startTime=,11,1,0,0,0,0,1,1,1,0,0,0,0,0,15,15,1,1,2
x_servs_de,"Exports of services, Germany",de,m,2,€ millions,2002-01-01,eurostat,n,n,growthr,http://ec.europa.eu/eurostat/SDMX/diss-web/rest/data/bop_c6_m/.MIO_EUR.S.S1.S1.CRE.WRL_REST.DE+FR.?startPeriod=,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
x_servs_fr,"Exports of services, France",fr,m,2,€ millions,2008-01-01,eurostat,n,n,growthr,http://ec.europa.eu/eurostat/SDMX/diss-web/rest/data/bop_c6_m/.MIO_EUR.S.S1.S1.CRE.WRL_REST.DE+FR.?startPeriod=,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
ipi_eu27,"Industrial production index, EU27",eu27,m,2,index 2015 = 100,2002-01-01,eurostat,n,y,growthr,http://ec.europa.eu/eurostat/SDMX/diss-web/rest/data/sts_inpr_m/.PROD.C.SCA.I15.EU27_2020?startPeriod=,13,1,0,0,0,0,1,0,1,0,0,0,0,0,12,12,1,1,2
is_fr,"Services production index, France",fr,m,3,index 2015 = 100,2005-03-01,eurostat,n,y,growthr,http://ec.europa.eu/eurostat/SDMX/diss-web/rest/data/sts_sepr_m/.PROD.G-N_STS.SCA.I15.FR?startPeriod=,14,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2
mar_freight_de,"Goods volume transported by main ports, Germany",de,q,6,NA,2002-03-01,eurostat,n,n,growthr,http://ec.europa.eu/eurostat/SDMX/diss-web/rest/data/mar_go_qm/.TOTAL.TOTAL.THS_T.DE+NL?startPeriod=,15,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2
mar_freight_nl,"Goods volume transported by main ports, Netherlands",nl,q,6,NA,2002-03-01,eurostat,n,n,growthr,http://ec.europa.eu/eurostat/SDMX/diss-web/rest/data/mar_go_qm/.TOTAL.TOTAL.THS_T.DE+NL?startPeriod=,15,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2
tourists_de,"Tourist arrivals, Germany",de,m,2,persons,2002-01-01,eurostat,n,n,growthr,http://ec.europa.eu/eurostat/SDMX/diss-web/rest/data/tour_occ_arm/.FOR.NR.I551-I553.DE+ES+FR+IT+UK?startPeriod=,16,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
tourists_es,"Tourist arrivals, Spain",es,m,2,persons,2002-01-01,eurostat,n,n,growthr,http://ec.europa.eu/eurostat/SDMX/diss-web/rest/data/tour_occ_arm/.FOR.NR.I551-I553.DE+ES+FR+IT+UK?startPeriod=,16,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
tourists_fr,"Tourist arrivals, France",fr,m,7,persons,2002-01-01,eurostat,n,n,growthr,http://ec.europa.eu/eurostat/SDMX/diss-web/rest/data/tour_occ_arm/.FOR.NR.I551-I553.DE+ES+FR+IT+UK?startPeriod=,16,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
tourists_it,"Tourist arrivals, Italy",it,m,3,persons,2002-01-01,eurostat,n,n,growthr,http://ec.europa.eu/eurostat/SDMX/diss-web/rest/data/tour_occ_arm/.FOR.NR.I551-I553.DE+ES+FR+IT+UK?startPeriod=,16,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
tourists_uk,"Tourist arrivals, United Kingdom",uk,m,4,persons,2002-01-01,eurostat,n,n,growthr,http://ec.europa.eu/eurostat/SDMX/diss-web/rest/data/tour_occ_arm/.FOR.NR.I551-I553.DE+ES+FR+IT+UK?startPeriod=,16,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
coincident_us,"Coincident economic activitiy index, United States",us,m,1,index 2007 = 100,2002-01-01,fred,n,y,growthr,https://api.stlouisfed.org/fred/series/observations?series_id=USPHCI&api_key=2de1403493a03c96c5af253fca05abd2&file_type=json,17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2
x_servs_us,"Exports of services, United States",us,m,2,US$ millions,2002-01-01,fred,n,y,growthr,https://api.stlouisfed.org/fred/series/observations?series_id=BOPSEXP&api_key=2de1403493a03c96c5af253fca05abd2&file_type=json,18,1,0,0,0,1,0,0,1,0,0,0,0,0,4,4,1,1,2
manuf_shipments_us,"Manufacturers' shipments, United States",us,m,2,US$ millions,2002-01-01,fred,n,y,growthr,https://api.stlouisfed.org/fred/series/observations?series_id=AMTMVS&api_key=2de1403493a03c96c5af253fca05abd2&file_type=json,19,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
manuf_orders_us_2,"Manufacturers' new orders, United States",us,m,2,US$ millions,2002-01-01,fred,n,y,growthr,https://api.stlouisfed.org/fred/series/observations?series_id=AMXDNO&api_key=2de1403493a03c96c5af253fca05abd2&file_type=json,20,1,1,0,0,0,0,1,1,0,0,0,8,8,8,8,1,1,2
adv_rti_us,Advanced retail sales,us,m,1,US$ millions,2002-01-01,fred,n,y,growthr,https://api.stlouisfed.org/fred/series/observations?series_id=RSXFS&api_key=2de1403493a03c96c5af253fca05abd2&file_type=json,21,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2
x_servs_cn,"Exports of services, China",cn,q,4,US$ millions,2005-03-01,imf,n,n,growthr,BXS_BP6_USD,22,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2
x_servs_sg,"Exports of services, Singapore",sg,q,4,US$ millions,2002-03-01,imf,n,n,growthr,BXS_BP6_USD,22,1,0,0,0,1,0,0,0,1,0,0,0,0,21,21,1,1,2
x_cn_2,"Merchandise exports, China",cn,m,1,US$ thousands,2002-01-01,nbs,n,n,growthr,"http://data.stats.gov.cn/english/easyquery.htm?m=QueryData&dbcode=hgyd&rowcode=zb&colcode=sj&wds=[]&dfwds=[{""wdcode"":""sj"",""valuecode"":""START_YEAR-2030""},{""wdcode"":""zb"",""valuecode"":""A0801""}]-FILTER-A080105",23,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
constr_cn,"Development and sale of real estate, China",cn,m,1,10000 sq meters,2002-03-01,nbs,y,y,growthr-yoy,"http://data.stats.gov.cn/english/easyquery.htm?m=QueryData&dbcode=hgyd&rowcode=zb&colcode=sj&wds=[]&dfwds=[{""wdcode"":""sj"",""valuecode"":""START_YEAR-2030""},{""wdcode"":""zb"",""valuecode"":""A0603""}]-FILTER-A060301",24,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
freight_mar_cn,"Volume of freight handled by main coastal ports, China",cn,m,1,10000 tons,2005-01-01,nbs,y,n,growthr,"http://data.stats.gov.cn/english/easyquery.htm?m=QueryData&dbcode=hgyd&rowcode=zb&colcode=sj&wds=[]&dfwds=[{""wdcode"":""sj"",""valuecode"":""START_YEAR-2030""},{""wdcode"":""zb"",""valuecode"":""A0906""}]-FILTER-A09060A",25,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2
freight_mar_cn,"Volume of freight handled by main coastal ports, China",cn,m,1,10000 tons,2005-01-01,nbs,y,n,growthr,"http://data.stats.gov.cn/english/easyquery.htm?m=QueryData&dbcode=hgyd&rowcode=zb&colcode=sj&wds=[]&dfwds=[{""wdcode"":""sj"",""valuecode"":""START_YEAR-2030""},{""wdcode"":""zb"",""valuecode"":""A0905""}]-FILTER-A090502",25b,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2
ipi_cn,"Industrial production index, China",cn,m,1,y-o-y growth rates,2002-01-01,nbs,n,y,linear,"http://data.stats.gov.cn/english/easyquery.htm?m=QueryData&dbcode=hgyd&rowcode=zb&colcode=sj&wds=[]&dfwds=[{""wdcode"":""sj"",""valuecode"":""START_YEAR-2030""},{""wdcode"":""zb"",""valuecode"":""A0201""}]-FILTER-A020101",26,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
rti_cn,"Retail sales (consumer goods) index, China",cn,m,1,y-o-y growth rates,2002-01-01,nbs,n,y,linear,"http://data.stats.gov.cn/english/easyquery.htm?m=QueryData&dbcode=hgyd&rowcode=zb&colcode=sj&wds=[]&dfwds=[{""wdcode"":""sj"",""valuecode"":""START_YEAR-2030""},{""wdcode"":""zb"",""valuecode"":""A0701""}]-FILTER-A070103",27,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
pmi_manuf_cn,"Manufacturing purchaser managers' index, China",cn,m,1,index,2005-01-01,nbs,n,y,chg,"http://data.stats.gov.cn/english/easyquery.htm?m=QueryData&dbcode=hgyd&rowcode=zb&colcode=sj&wds=[]&dfwds=[{""wdcode"":""sj"",""valuecode"":""START_YEAR-2030""},{""wdcode"":""zb"",""valuecode"":""A0B01""}]-FILTER-A0B0101",28,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2
export_orders_cn,"New export orders, China",cn,m,1,index,2005-01-01,nbs,n,y,chg,"http://data.stats.gov.cn/english/easyquery.htm?m=QueryData&dbcode=hgyd&rowcode=zb&colcode=sj&wds=[]&dfwds=[{""wdcode"":""sj"",""valuecode"":""START_YEAR-2030""},{""wdcode"":""zb"",""valuecode"":""A0B01""}]-FILTER-A0B0104",29,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2
pmi_nm_cn2,"Non-manufacturing purchaser managers' index, China",cn,m,1,index,2007-01-01,nbs,n,y,chg,"http://data.stats.gov.cn/english/easyquery.htm?m=QueryData&dbcode=hgyd&rowcode=zb&colcode=sj&wds=[]&dfwds=[{""wdcode"":""sj"",""valuecode"":""START_YEAR-2030""},{""wdcode"":""zb"",""valuecode"":""A0B02""}]-FILTER-A0B0201",30,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2
pmi_total_cn,"Comprehensive PMI output index, China",cn,m,1,index,2017-01-01,nbs,n,y,chg,"http://data.stats.gov.cn/english/easyquery.htm?m=QueryData&dbcode=hgyd&rowcode=zb&colcode=sj&wds=[]&dfwds=[{""wdcode"":""sj"",""valuecode"":""START_YEAR-2030""},{""wdcode"":""zb"",""valuecode"":""A0B03""}]-FILTER-A0B0301",31,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2
is_cn,"Index of service production, China",cn,m,1,y-o-y growth rates,2017-01-01,nbs,n,y,linear,"http://data.stats.gov.cn/english/easyquery.htm?m=QueryData&dbcode=hgyd&rowcode=zb&colcode=sj&wds=[]&dfwds=[{""wdcode"":""sj"",""valuecode"":""START_YEAR-2030""},{""wdcode"":""zb"",""valuecode"":""A0501""}]-FILTER-A050101",32,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
x_hk,"Merchandise exports, Hong Kong",hk,m,2,million HK$,2012-01-01,hk nso,n,n,growthr,"https://tradeidds.censtatd.gov.hk/api/get?lang=EN&sv=VCM&freq=M&period=201201,LAST_DATE&ttype=4",33,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
x_servs_jp,"Exports of services, Japon",jp,m,2,100 million JPY,2002-01-01,boj,n,n,growthr,https://www.stat-search.boj.or.jp/info/bp_m_en.zip,34,1,0,0,0,1,0,0,1,0,0,0,17,17,0,0,1,1,2
ind_orders_ez,"Industial new orders, euro area",ez,m,2,index,2002-01-01,ecb,n,y,growthr,https://sdw-wsrest.ecb.europa.eu/service/data/STS/M.I7.Y.ORDT.NSC002.3.000?format=genericdata,35,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,2
x_servs_ez,"Exports of services, euro area (EZ19)",ez,m,2,€ millions,2002-01-01,ecb,n,y,growthr,https://sdw-wsrest.ecb.europa.eu/service/data/BP6/M.Y.I8.W1.S1.S1.T.C.S._Z._Z._Z.EUR._T._X.N?format=genericdata,36,1,0,0,0,1,0,0,1,0,12,12,0,0,0,0,1,1,2
p_manuf,Export prices of manufactures,world,m,2,index,2005-01-01,wto,n,n,growthr,https://api.wto.org/timeseries/v1/data?i=ITS_MTP_MXPM&r=000&pc=MA&ps=START_YEAR-END_YEAR&subscription-key=3af1b3ff4ff04e4c9646ce6e80141a62,37,1,1,0,0,0,0,0,1,1,0,0,0,0,5,5,1,1,2
x_world,Total merchandise exports,world,q,4,million US$,2005-01-01,wto,n,n,growthr,https://api.wto.org/timeseries/v1/data?i=ITS_MTV_QX&r=000&p=000&pc=TO&ps=START_YEAR-END_YEAR&subscription-key=3af1b3ff4ff04e4c9646ce6e80141a62,38,1,1,0,0,0,0,0,1,1,1,1,16,16,19,19,1,1,2
x_vol_world,"Export volumes, world",world,m,2,index,2002-01-01,cpb,n,y,growthr,https://www.cpb.nl/sites/default/files/wtmonitor/cpb-data-wtm.xlsx,39,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
x_vol_us,"Export volumes, United States",us,m,2,index,2002-01-01,cpb,n,y,growthr,https://www.cpb.nl/sites/default/files/wtmonitor/cpb-data-wtm.xlsx,39,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
x_vol_jp,"Export volumes, Japan",jp,m,2,index,2002-01-01,cpb,n,y,growthr,https://www.cpb.nl/sites/default/files/wtmonitor/cpb-data-wtm.xlsx,39,1,0,1,0,0,0,0,1,0,0,0,3,3,0,0,1,1,2
x_vol_ez,"Export volumes, euro area",ez,m,2,index,2002-01-01,cpb,n,y,growthr,https://www.cpb.nl/sites/default/files/wtmonitor/cpb-data-wtm.xlsx,39,1,0,1,0,0,0,0,1,0,7,7,0,0,14,14,1,1,2
x_vol_cn,"Export volumes, China",cn,m,2,index,2002-01-01,cpb,n,y,growthr,https://www.cpb.nl/sites/default/files/wtmonitor/cpb-data-wtm.xlsx,39,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
x_vol_ema,"Export volumes, emerging Asia",ema,m,2,index,2002-01-01,cpb,n,y,growthr,https://www.cpb.nl/sites/default/files/wtmonitor/cpb-data-wtm.xlsx,39,1,0,1,0,0,0,0,0,1,0,0,10,10,0,0,1,1,2
x_vol_cis,"Export volumes, Easter Europe and CIS",cis,m,2,index,2002-01-01,cpb,n,y,growthr,https://www.cpb.nl/sites/default/files/wtmonitor/cpb-data-wtm.xlsx,39,1,0,1,0,0,0,0,0,1,17,17,0,0,0,0,1,1,2
x_vol_lac,"Export volumes, Latin America",lac,m,2,index,2002-01-01,cpb,n,y,growthr,https://www.cpb.nl/sites/default/files/wtmonitor/cpb-data-wtm.xlsx,39,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
x_vol_afr,"Export volumes, Africa and Middle East",afr,m,2,index,2002-01-01,cpb,n,y,growthr,https://www.cpb.nl/sites/default/files/wtmonitor/cpb-data-wtm.xlsx,39,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
x_uv_world,Unit value of exports,world,m,2,index,2002-01-01,cpb,n,y,growthr,https://www.cpb.nl/sites/default/files/wtmonitor/cpb-data-wtm.xlsx,39,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
tourists_mx,"International tourist arrivals, Mexico",mx,m,2,1000 persons,2002-01-01,banxico,n,n,growthr,token:3a03947310e12f4de4cc5ac5f42e41e445bbdbec7825a4b84f1610d5200e1743:series:SE5830,40,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2
bci_servs_eu,"Business confidence index, services, EU27",eu27,m,4,index,2002-01-01,ec,n,y,50_chg,https://ec.europa.eu/economy_finance/db_indicators/surveys/documents/series/nace2_ecfin_2003/services_total_sa_nace2.zip,41,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
container_index,Container throughput index,world,m,2,index,2007-01-01,rwi/isl,n,y,growthr,http://www.rwi-essen.de/containerindex,42,1,0,1,1,1,0,0,1,1,0,0,9,9,0,0,1,1,2
is_jp,"Services production index, Japan",jp,m,3,index,2008-01-01,meti,n,y,growthr,https://www.meti.go.jp/english/statistics/tyo/zenkatu/excel/b2010_zsme.xls:item_number:KAC00000I,43,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2
is_uk,"Services production index, United Kingdom",uk,m,2,index,2002-01-01,ons,n,y,growthr,https://www.ons.gov.uk/generator?format=xls&uri=/economy/economicoutputandproductivity/output/timeseries/s2ku/ios1,44,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2
is_br,"Services production index, Brazil",br,m,2,index,2011-01-01,ibge,n,y,growthr,"https://sidra.ibge.gov.br/geratabela?format=xlsx&name=tabela6442.xlsx&terr=N&rank=-&query=t/6442/n1/all/v/all/p/all/c11046/40312/d/v8676%201,v8677%201/l/v,p%2Bc11046,t",45,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
ipi_br,"Industrial production index, Brazil",br,m,2,index 2012 = 100,2002-01-01,ibge,n,y,growthr,"https://sidra.ibge.gov.br/geratabela?format=xlsx&name=tabela3653.xlsx&terr=N&rank=-&query=t/3653/n1/all/v/3134/p/all/c544/129314/d/v3134%201/l/v,p%2Bc544,t",46,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
tourists_tk,"Departing foreign visitors, Turkey",tr,q,4,persons,2003-03-01,nso_tr,n,n,growthr,http://www.turkstat.gov.tr/PreIstatistikTablo.do?istab_id=324,47,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2
container_sg,"Total container throughput, Singapore",sg,m,1,1000 TEUs,2002-01-01,nso_sg,n,n,growthr,https://www.tablebuilder.singstat.gov.sg/publicfacing/api/json/title/15317.json,48,1,0,1,1,1,0,0,0,1,0,0,13,13,0,0,1,1,2
x_sg,"Merchandise exports, Singapore",sg,m,1,US$ thousands,2002-01-01,nso_sg,n,n,growthr,https://www.tablebuilder.singstat.gov.sg/publicfacing/api/json/title/15334.json,49,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
air_freight_total_lhr,"Total air freight, Heathrow airport",uk,m,3,metric tonnes,2005-01-01,lhr,n,n,growthr,https://www.heathrow.com/content/dam/heathrow/web/common/documents/company/investor/reports-and-presentations/traffic-statistics/Heathrow-Monthly-Traffic-Statistics-Jan-2005-LASTDATE.xlsx,50,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2
air_freight_intl_lhr,"International air freight, Heathrow airport",uk,m,3,metric tonnes,2005-01-01,lhr,n,n,growthr,https://www.heathrow.com/content/dam/heathrow/web/common/documents/company/investor/reports-and-presentations/traffic-statistics/Heathrow-Monthly-Traffic-Statistics-Jan-2005-LASTDATE.xlsx,50,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2
air_freight_hkg,"Total air freight, Hong Kong airport",hk,m,1,metric tonnes,2002-01-01,hkg,n,n,growthr,https://www.cad.gov.hk/english/pdf/Stat%20Webpage.xlsx,51,1,0,1,1,1,0,0,0,1,14,14,0,0,0,0,1,1,2
p_comm,Free market commodity price index,world,m,2,index,2002-01-01,unctad,n,n,growthr,https://unctadstat.unctad.org/7zip/US_CommodityPriceIndices_M.csv.7z,52,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
x_vol_world2,"Export volumes, world (UNCTAD)",world,q,4,index,2002-01-01,unctad,n,n,growthr,https://unctadstat.unctad.org/7zip/US_MerchVolumeQuarterly.csv.7z,53,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,2
x_servs_uk2,"Exports of services, United Kingdom (Eikon)",uk,m,2,GBP,2002-01-01,eikon,n,y,growthr,manual,54,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
fdi_cn,"Foreign direct investment, capital used, China",cn,m,1,USD,2002-01-01,eikon,n,n,growthr,manual,54,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,2
